jobid,date,description,employer,location,salary,tags,title,url,weeknum
125127,2016-09-19,As a PHP Developer at Coolblue you will make sure our web shops are ridiculously fast and meticulously…,Coolblue,"Rotterdam, Netherlands",,"[php, scrum, zend-framework, tdd, unit-testing]",I'm a roadie for Coolblue! Creating stability behind the scenes!,/jobs/125127/im-a-roadie-for-coolblue-creating-stability-coolblue,38
125126,2016-09-19,As a PHP Developer at Coolblue you will make sure our web shops are ridiculously fast and meticulously…,Coolblue,"Rotterdam, Netherlands",,"[php, scrum, zend-framework, tdd, unit-testing]",Create smiles by writing awesome code (PHP),/jobs/125126/create-smiles-by-writing-awesome-code-php-coolblue,38
125125,2016-09-19,As a PHP Developer at Coolblue you will make sure our web shops are ridiculously fast and meticulously…,Coolblue,"Rotterdam, Netherlands",,"[php, scrum, zend-framework, tdd, unit-testing]",Software Developer PHP,/jobs/125125/software-developer-php-coolblue,38
125123,2016-09-19,As a Machine Learning Engineer you use the data of millions of visitors to enable Coolblue to act…,Coolblue,"Rotterdam, Netherlands",,"[python, matlab, machine-learning, data-mining]",Machine Learning Engineer,/jobs/125123/machine-learning-engineer-coolblue,38
125122,2016-09-19,You will bring your functional programming skills and passion to make sense of all kinds of data to our…,Coolblue,"Rotterdam, Netherlands",,"[python, linux, darwin, sql, google-bigquery]",Developer with passion for data,/jobs/125122/developer-with-passion-for-data-coolblue,38
125120,2016-09-19,As a PHP Developer at Coolblue you will make sure our web shops are ridiculously fast and meticulously…,Coolblue,"Rotterdam, Netherlands",,"[php, scrum, zend-framework, tdd, unit-testing]",Senior PHP Developer,/jobs/125120/senior-php-developer-coolblue,38
103635,2016-09-19,We are looking for multiple C# / ASP.NET / MVC developers to join a small but quickly growing and…,Azima Healthcare / Care Continuity,"Dallas, TX",,"[c#, sql-server, asp.net-mvc, javascript, rest]",C# / ASP.NET / MVC Developer,/jobs/103635/c-sharp-aspnet-mvc-developer-azima-healthcare-care,38
121297,2016-09-19,"Bird's eye view of your role - 
We are looking for an innovative, client-focused, experienced Software…",Envestnet|Tamarac,"Seattle, WA",,"[.net, asp.net, c#, javascript, html]",Integrations Developer,/jobs/121297/integrations-developer-envestnet-tamarac,38
105287,2016-09-19,The DevOps manager will be in charge of managing the DevOps team at Spokeo. This role requires a strong…,Spokeo,"Pasadena, CA",,"[ruby-on-rails, java, ruby, perl, python]",DevOps Manager,/jobs/105287/devops-manager-spokeo,38
104996,2016-09-19,"Help us establish Bluebeam's new Boston office!
Bluebeam is building a new team and is focused on…","Bluebeam, Inc.","Boston, MA",,"[javascript, reactjs, angularjs, api]",Sr. Front End Developer,/jobs/104996/sr-front-end-developer-bluebeam-inc,38
85251,2016-09-19,"Summary:
Television is at an inflection point. New technologies and businesses are rapidly evolving and…",Move Networks,"American Fork, UT",,"[bash, python, video-streaming, sql, linux, sysadmin]",Linux System Administrator - Sling TV,/jobs/85251/linux-system-administrator-sling-tv-move-networks,38
102410,2016-09-19,"As a member of our small (4-person) but seriously talented engineering team, you will play a key role in…",CSC Generation,"Salt Lake City, UT","$100,000 - 145,000

                                / 
Provides Equity","[python, amazon-web-services, javascript, node.js, angularjs]",Mid Full-Stack Engineer,/jobs/102410/mid-full-stack-engineer-csc-generation,38
102525,2016-09-19,"Join our 6-person engineering team in our mission to disrupt the $50bn DIY space.
After about 1 year of…",Darby Smart,"San Francisco, CA","$100,000 - 160,000

                                / 
Provides Equity","[ios, swift, mobile, iphone]",Senior iOS Engineer,/jobs/102525/senior-ios-engineer-darby-smart,38
78891,2016-09-19,"Summary:
Television is at an inflection point. New technologies and businesses are rapidly evolving and…",Move Networks,"American Fork, UT",,"[python, c, c++, linux]",Full Stack Senior Software Engineer - Sling TV,/jobs/78891/full-stack-senior-software-engineer-sling-tv-move-networks,38
121285,2016-09-19,The application platform/framework team builds and maintains the framework and libraries that both web…,@WalmartLabs,"Sunnyvale, CA",,"[javascript, web-services, reactjs, node.js, frontend]",App Platform Engineer,/jobs/121285/app-platform-engineer-walmartlabs,38
82071,2016-09-19,"MayStreet's mission is to make high frequency capital markets more transparent, accessible and stable…",MayStreet,"New York, NY",Provides Equity,"[linux, c++, c, sockets, performance]",C++ Developer for Growing FinTech startup,/jobs/82071/c-plus-plus-developer-for-growing-fintech-startup-maystreet,38
125139,2016-09-19,Front-end development is volwassen geworden de afgelopen jaren. En daarnaast ook nog eens zeer…,Quintor,"Amersfoort, Netherlands",,"[javascript, angularjs, angular2, node.js, reactjs]",Front-end / Javascript Developer,/jobs/125139/front-end-javascript-developer-quintor,38
125138,2016-09-19,Quintor heeft een uitdagende vacature voor een java developer. Heb jij net als wij passie voor Java…,Quintor,"Den Haag, Netherlands",,"[java, rest, json, angular2, spring]",Java Developer,/jobs/125138/java-developer-quintor,38
125135,2016-09-19,"New Atlas (previously known as Gizmag) is looking for a senior front end developer to join our small,…",New Atlas,"Collingwood, Australia",,"[javascript, reactjs, frontend, sass, user-interface]",Senior Front End Developer,/jobs/125135/senior-front-end-developer-new-atlas,38
125137,2016-09-19,Quintor heeft een uitdagende vacature voor een .NET developer. Werken als .NET Developer bij Quintor…,Quintor,"Amersfoort, Netherlands",,"[c#, entity-framework, wcf, asp.net-mvc, unity3d]",.NET Developer,/jobs/125137/net-developer-quintor,38
121313,2016-09-19,Für die Weiterentwicklung einer neuen und einzigartigen Softwarelösung suchen wir zum nächstmöglichen…,Loy & Hutz,"Freiburg im Breisgau, Deutschland",,"[c#, .net, wpf, sql, javascript]",(Senior) Softwareentwickler .NET / C# (m/w),/jobs/121313/senior-softwareentwickler-net-c-sharp-m-w-loy-hutz,38
114339,2016-09-19,Als Java Developer bij Luminis Arnhem werk je aan de ontwikkelingen van software. Je gaat deel uitmaken…,Luminis,"Arnhem, Netherlands",,"[java, osgi, android, rest, grails]",Hallo aanstaande Java Developer van Luminis!,/jobs/114339/hallo-aanstaande-java-developer-van-luminis-luminis,38
121302,2016-09-19,Software engineering takes the central roles for building Traveloka products and systems. You will be…,Traveloka,"Jakarta, Indonesia",,"[java, mongodb, software-engineering, microservices]",Software Engineer - Redefine Mobility!,/jobs/121302/software-engineer-redefine-mobility-traveloka,38
125133,2016-09-19,Für den Ausbau der Gruppe Electronic Engineering Hardware & Software suchen wir im Bereich Technology in…,Ypsomed AG,"Burgdorf, Schweiz",,"[software-engineering, testing, mobile]",Ingenieurin/Ingenieur,/jobs/125133/ingenieurin-ingenieur-ypsomed-ag,38
124892,2016-09-19,"Your role at ZEISS Digital Innovation Partners:
You will play a crucial role in setting up our new…",ZEISS Group,"München, Deutschland","€40,000 - 150,000","[intershop, java, e-commerce, architecture, solr]",Lead Engineer / Senior Architect – Digital Commerce,/jobs/124892/lead-engineer-senior-architect-digital-zeiss-group,38
124900,2016-09-19,"Your role at ZEISS Digital Innovation Partners:
You will play a crucial role in setting up our new…",ZEISS Group,"München, Deutschland","€40,000 - 150,000","[user-experience, java, objective-c, model-view-controller, oop]",Mobile App Developer - ZEISS Digital Innovation Partners,/jobs/124900/mobile-app-developer-zeiss-digital-innovation-zeiss-group,38
118963,2016-09-19,"
Sie arbeiten im Team und entwickeln unternehmenskritische Software für namhafte Kunden in einem…",ConSol Consulting & Solutions GmbH,"München, Deutschland",,"[java-ee, spring, javascript, java]",Professional Software Developer Java EE (m/w),/jobs/118963/professional-software-developer-java-ee-m-w-consol-consulting-solutions,38
125142,2016-09-19,"The Sr. DevOps Engineer (Operations) will design, implement, and scale our DevOps technologies, approach…",emaratech FZ LLC,"Dubai, United Arab Emirates","$48,000 - 60,000","[docker, chef, puppet, amazon-web-services, azure]",DevOps Engineer,/jobs/125142/devops-engineer-emaratech-fz-llc,38
124898,2016-09-19,"Your role at ZEISS Digital Innovation Partners:
You will play a crucial role in setting up our new…",ZEISS Group,"München, Deutschland","€40,000 - 150,000","[user-experience, continuous-integration, automated-tests, testing, junit]",Test Engineer - ZEISS Digital Innovation Partners,/jobs/124898/test-engineer-zeiss-digital-innovation-partners-zeiss-group,38
121330,2016-09-19,Enterprise Software company seeks a Senior Software Engineer with 5+ years experience to provide all…,Egis Software,"Johannesburg, South Africa",,"[windows, linux, ansible, java, sysadmin]",Senior Support Engineer,/jobs/121330/senior-support-engineer-egis-software,38
121328,2016-09-19,We're looking for an Android Developer to help build and maintain our engine to build native Android…,GoodBarber,"Ajaccio, France",,"[android, java]",Android Developer,/jobs/121328/android-developer-goodbarber,38
124897,2016-09-19,"Your role at ZEISS Digital Innovation Partners:
You will play a crucial role in setting up our new…",ZEISS Group,"München, Deutschland","€40,000 - 150,000","[user-experience, e-commerce, java, devops, architecture]",DevOps Specialist – Digital Commerce,/jobs/124897/devops-specialist-digital-commerce-zeiss-group,38
121327,2016-09-19,We're looking for an iOS Developer to help build and maintain our engine to build native iOS apps. You…,GoodBarber,"Ajaccio, France",,"[objective-c, ios]",iOS Developer,/jobs/121327/ios-developer-goodbarber,38
121326,2016-09-19,"We're looking for a product-focused Android Developer to help architect, build, iterate and maintain our…",GoodBarber,"Ajaccio, France",,"[android, java]",Senior Android Developer,/jobs/121326/senior-android-developer-goodbarber,38
124894,2016-09-19,"Your role at ZEISS Digital Innovation Partners:
You will play a crucial role in setting up our new…",ZEISS Group,"München, Deutschland","€40,000 - 150,000","[user-experience, e-commerce, java, intershop, devops]","Software Developer, Back End – Digital Commerce",/jobs/124894/software-developer-back-end-digital-commerce-zeiss-group,38
121322,2016-09-19,"We're looking for a product-focused iOS Developer to help architect, build, iterate and maintain our…",GoodBarber,"Ajaccio, France",,"[objective-c, ios]",Senior iOS Developer,/jobs/121322/senior-ios-developer-goodbarber,38
124893,2016-09-19,"Your role at ZEISS Digital Innovation Partners:
You will play a crucial role in setting up our new…",ZEISS Group,"München, Deutschland","€40,000 - 150,000","[e-commerce, frontend, java, user-experience, intershop]","Software Developer, Front End – Digital Commerce",/jobs/124893/software-developer-front-end-digital-commerce-zeiss-group,38
124887,2016-09-19,"Your role at ZEISS Digital Innovation Partners:
You will play a crucial role in setting up our new…",ZEISS Group,"München, Deutschland","€40,000 - 150,000","[user-experience, android, ios, design, java]",(Senior) UX Designer for Web & Mobile Apps,/jobs/124887/senior-ux-designer-for-web-mobile-apps-zeiss-group,38
121329,2016-09-19,You will have the opportunity to take responsibility over the results in a number of projects that need…,Novabase,"Stockholm, Sweden",,"[.net, c#, asp.net, javascript, angularjs]",Frontend Web Developers: Sweden is waiting for you!,/jobs/121329/frontend-web-developers-sweden-is-waiting-for-novabase,38
125141,2016-09-19,"DWP is transforming…
DWP are going through one of the highest profile digital transformation programmes…",Department for Work & Pensions,"Blackpool, UK","£60,000 - 70,000","[java, php]",Lead Software Developer,/jobs/125141/lead-software-developer-department-for-work-pensions,38
121325,2016-09-19,Aujourd’hui reconnu comme l’un des acteurs majeurs du Cloud AWS (Amazon Web Services) en France Morea…,Claranet - Moréa,"Paris, France",,"[amazon-web-services, devops, linux, build, automation]",AWS Cloud architecte Lead DevOps - H/F,/jobs/121325/aws-cloud-architecte-lead-devops-h-f-claranet-mor%C3%A9a,38
109435,2016-09-19,"Core Responsibilities:

Experience in implementing architectures for large-scale web application…",PersianGig,"Tehran, Iran",,"[javascript, reactjs]",JavaScript Full Stack (Cloud) -- First & Largest Farsi Cloud Services Company,/jobs/109435/javascript-full-stack-cloud-first-largest-persiangig,38
